"","GTExN7MScountsPUBLISHED","GTExN7MScountsREPROCESSED","GTExNFK9countsPUBLISHED","GTExNFK9countsREPROCESSED","GTExO5YTcountsPUBLISHED","GTExO5YTcountsREPROCESSED"
"ENSG00000253448",1,0,0,0,0,0
"ENSG00000253449",0,0,0,0,0,0
"ENSG00000253451",0,0,0,2,0,1
"ENSG00000253452",0,0,0,0,0,0
"ENSG00000253454",0,0,0,0,0,0
"ENSG00000253455",0,0,0,0,0,0
"ENSG00000253456",0,0,0,0,0,1
"ENSG00000253457",0,3,0,0,0,1
"ENSG00000253458",0,0,0,0,0,0
"ENSG00000253460",0,0,0,0,0,0
"ENSG00000253461",0,0,0,0,0,0
"ENSG00000253462",0,0,0,0,0,0
"ENSG00000253463",0,0,0,0,0,0
"ENSG00000253465",0,0,0,0,0,0
"ENSG00000253467",0,0,0,0,0,0
"ENSG00000253468",0,0,0,0,1,1
"ENSG00000253469",0,0,0,0,0,0
"ENSG00000253470",0,0,0,0,0,0
"ENSG00000253471",0,0,0,0,0,0
"ENSG00000253472",0,0,0,0,0,0
"ENSG00000253474",0,0,0,0,0,0
"ENSG00000253475",2,7,0,2,0,0
"ENSG00000253476",1,3,1,1,3,10
"ENSG00000253477",0,0,0,0,1,0
"ENSG00000253479",0,0,0,0,1,0
"ENSG00000253480",0,0,0,0,0,1
"ENSG00000253481",1,1,0,0,2,0
"ENSG00000253482",0,0,0,0,0,0
"ENSG00000253483",7,4,1,2,10,5
"ENSG00000253484",0,0,0,0,0,0
"ENSG00000253485",3,1,6,3,4,2
"ENSG00000253487",0,0,0,0,0,0
"ENSG00000253488",0,0,0,0,0,0
"ENSG00000253489",0,0,0,0,0,0
"ENSG00000253490",0,1,0,1,1,0
"ENSG00000253491",0,0,0,0,0,0
"ENSG00000253492",0,0,0,0,0,0
"ENSG00000253493",0,0,0,0,0,0
"ENSG00000253495",0,0,0,0,0,0
"ENSG00000253496",0,0,0,0,0,1
"ENSG00000253497",29,1,2,0,7,1
"ENSG00000253499",0,0,0,0,0,0
"ENSG00000253500",0,0,0,0,0,0
"ENSG00000253501",0,0,0,0,0,0
"ENSG00000253502",0,0,0,0,0,1
"ENSG00000253503",0,0,0,0,0,0
"ENSG00000253504",0,1,0,0,0,1
"ENSG00000253505",0,0,0,0,1,0
"ENSG00000253506",3,8,16,18,8,32
"ENSG00000253507",0,0,0,0,0,0
"ENSG00000253508",0,0,0,0,0,0
"ENSG00000253509",0,0,0,0,0,0
"ENSG00000253510",0,0,0,0,0,0
"ENSG00000253512",0,0,0,0,0,0
"ENSG00000253513",0,0,0,0,0,0
"ENSG00000253515",0,0,0,0,0,0
"ENSG00000253516",0,0,0,0,0,0
"ENSG00000253517",0,0,0,0,0,5
"ENSG00000253519",5,6,2,1,12,16
"ENSG00000253520",6,3,10,6,3,3
"ENSG00000253521",0,0,0,0,0,0
"ENSG00000253522",12,6,22,16,0,0
"ENSG00000253523",0,0,0,0,0,0
"ENSG00000253524",0,0,0,0,0,0
"ENSG00000253525",0,0,0,0,0,0
"ENSG00000253526",0,0,0,0,0,0
"ENSG00000253527",0,0,0,0,0,0
"ENSG00000253528",0,0,0,0,0,0
"ENSG00000253530",0,1,0,0,0,0
"ENSG00000253532",2,1,0,0,2,1
"ENSG00000253534",2,1,0,0,0,0
"ENSG00000253535",0,1,0,0,1,0
"ENSG00000253536",0,0,0,0,0,0
"ENSG00000253537",3,1,4,2,2,1
"ENSG00000253538",0,0,0,0,0,0
"ENSG00000253539",2,1,0,0,0,0
"ENSG00000253540",5,12,6,7,6,13
"ENSG00000253541",0,1,0,1,0,0
"ENSG00000253542",0,0,0,1,0,0
"ENSG00000253543",0,0,0,0,0,0
"ENSG00000253544",0,0,0,0,0,0
"ENSG00000253545",0,0,0,0,1,0
"ENSG00000253546",0,0,0,0,0,0
"ENSG00000253547",0,0,0,0,2,3
"ENSG00000253548",0,0,0,0,0,0
"ENSG00000253549",10,15,73,62,8,27
"ENSG00000253550",0,0,0,0,0,0
"ENSG00000253551",0,0,0,0,0,0
"ENSG00000253552",9,5,26,16,5,2
"ENSG00000253553",0,0,0,0,0,3
"ENSG00000253554",0,0,0,0,0,0
"ENSG00000253555",0,1,0,0,0,0
"ENSG00000253556",0,0,0,0,0,0
"ENSG00000253557",0,0,0,0,1,0
"ENSG00000253558",0,0,0,1,9,0
"ENSG00000253559",0,1,2,0,0,2
"ENSG00000253560",0,0,0,0,0,0
"ENSG00000253561",0,0,0,0,0,0
"ENSG00000253562",0,0,0,0,0,14
"ENSG00000253563",0,0,0,0,0,0
"ENSG00000253564",0,0,0,0,0,0
"ENSG00000253567",1,0,0,0,1,0
"ENSG00000253568",0,0,0,0,0,0
"ENSG00000253569",0,0,0,1,0,0
"ENSG00000253570",57,34,9,10,98,68
"ENSG00000253571",0,0,0,0,0,0
"ENSG00000253572",0,0,0,0,0,0
"ENSG00000253573",0,1,0,0,0,0
"ENSG00000253574",0,0,0,0,0,0
"ENSG00000253576",0,0,0,0,0,0
"ENSG00000253577",0,0,0,0,0,0
"ENSG00000253578",0,0,0,0,0,0
"ENSG00000253579",0,0,0,0,0,0
"ENSG00000253580",0,0,0,0,0,0
"ENSG00000253581",0,0,0,0,0,0
"ENSG00000253582",0,0,0,0,0,0
"ENSG00000253583",0,0,0,0,0,0
"ENSG00000253584",0,0,0,0,0,0
"ENSG00000253585",0,0,0,0,0,0
"ENSG00000253586",0,0,0,0,0,0
"ENSG00000253587",0,0,0,0,0,0
"ENSG00000253590",3,9,0,1,0,0
"ENSG00000253591",0,0,0,0,0,0
"ENSG00000253592",0,0,0,0,0,0
"ENSG00000253593",0,0,0,0,0,0
"ENSG00000253595",0,1,1,1,15,12
"ENSG00000253596",0,0,0,0,0,0
"ENSG00000253598",0,0,2,0,26,7
"ENSG00000253602",0,0,0,0,0,0
"ENSG00000253603",0,0,0,0,0,0
"ENSG00000253604",0,0,0,0,0,0
"ENSG00000253605",0,0,0,4,1,2
"ENSG00000253606",0,2,2,1,0,1
"ENSG00000253607",0,0,0,0,0,0
"ENSG00000253608",0,0,0,0,0,0
"ENSG00000253610",0,0,0,0,0,0
"ENSG00000253611",0,0,0,0,0,0
"ENSG00000253612",0,0,0,0,0,0
"ENSG00000253613",0,0,0,0,0,0
"ENSG00000253614",0,0,0,0,0,0
"ENSG00000253615",0,0,0,0,0,0
"ENSG00000253616",21,15,82,76,118,105
"ENSG00000253617",0,0,0,0,0,0
"ENSG00000253618",0,0,0,0,0,0
"ENSG00000253619",0,0,0,0,0,0
"ENSG00000253620",0,1,2,0,0,0
"ENSG00000253621",0,1,0,0,0,0
"ENSG00000253622",0,0,0,0,0,0
"ENSG00000253623",0,0,0,0,0,0
"ENSG00000253625",0,0,0,0,0,0
"ENSG00000253626",48,51,31,35,120,89
"ENSG00000253627",0,0,0,0,0,0
"ENSG00000253628",0,0,0,0,0,0
"ENSG00000253630",0,0,0,0,0,0
"ENSG00000253631",0,0,0,0,0,0
"ENSG00000253632",0,1,0,0,5,6
"ENSG00000253633",3,3,0,0,0,0
"ENSG00000253634",0,0,0,0,0,0
"ENSG00000253635",0,0,0,0,0,0
"ENSG00000253636",26,16,8,6,49,34
"ENSG00000253637",0,0,0,0,0,0
"ENSG00000253638",0,0,0,0,0,0
"ENSG00000253639",0,0,0,0,0,0
"ENSG00000253641",16,9,2,2,25,5
"ENSG00000253642",0,0,2,1,0,1
"ENSG00000253643",0,0,0,0,0,0
"ENSG00000253644",0,0,0,0,0,0
"ENSG00000253646",0,0,0,0,0,0
"ENSG00000253647",0,0,0,0,0,0
"ENSG00000253648",0,0,0,0,0,0
"ENSG00000253649",0,3,0,2,8,20
"ENSG00000253650",0,0,0,0,0,0
"ENSG00000253651",11,15,2,2,3,5
"ENSG00000253652",0,1,0,0,0,0
"ENSG00000253653",2,4,4,2,0,1
"ENSG00000253654",0,0,0,0,0,0
"ENSG00000253655",0,0,0,0,0,0
"ENSG00000253656",0,0,0,0,0,0
"ENSG00000253657",0,0,0,0,0,0
"ENSG00000253658",0,0,0,0,0,0
"ENSG00000253659",0,0,0,0,0,0
"ENSG00000253660",0,0,0,0,0,0
"ENSG00000253661",0,0,0,0,0,0
"ENSG00000253663",0,0,1,1,0,0
"ENSG00000253664",0,0,0,0,0,0
"ENSG00000253665",0,0,0,0,0,0
"ENSG00000253666",0,0,0,0,17,11
"ENSG00000253667",8,4,0,0,8,5
"ENSG00000253668",0,0,0,0,0,0
"ENSG00000253669",20,13,16,9,4,2
"ENSG00000253670",0,0,0,0,0,0
"ENSG00000253671",0,1,0,1,4,4
"ENSG00000253672",0,0,0,0,0,0
"ENSG00000253673",0,0,0,0,0,0
"ENSG00000253674",0,0,0,0,0,0
"ENSG00000253676",26,44,24,58,83,126
"ENSG00000253677",0,1,0,0,2,3
"ENSG00000253678",0,2,0,0,7,2
"ENSG00000253679",0,0,0,0,1,1
"ENSG00000253680",0,0,0,0,0,0
"ENSG00000253681",0,0,0,0,0,0
"ENSG00000253682",0,0,0,0,0,0
"ENSG00000253683",3,6,5,10,5,9
"ENSG00000253684",0,0,0,0,0,0
"ENSG00000253685",0,0,0,0,0,0
"ENSG00000253686",0,2,0,0,0,1
"ENSG00000253687",0,0,0,0,0,0
"ENSG00000253688",0,0,1,0,0,0
"ENSG00000253690",0,0,0,0,0,0
"ENSG00000253691",0,0,0,0,0,0
"ENSG00000253692",0,2,0,0,0,0
"ENSG00000253693",0,0,0,0,0,0
"ENSG00000253695",0,0,0,0,0,0
"ENSG00000253696",1,3,0,0,0,0
"ENSG00000253697",0,0,0,0,0,1
"ENSG00000253698",0,0,0,0,0,0
"ENSG00000253699",0,0,0,0,0,0
"ENSG00000253702",0,0,0,0,0,0
"ENSG00000253703",0,0,0,0,0,0
"ENSG00000253704",4,3,8,5,2,2
"ENSG00000253706",0,0,1,0,0,0
"ENSG00000253707",0,0,0,0,0,0
"ENSG00000253708",3,5,1,1,0,1
"ENSG00000253709",0,0,0,0,2,0
"ENSG00000253710",28,16,29,13,18,10
"ENSG00000253711",0,0,0,0,0,0
"ENSG00000253712",0,0,0,0,0,0
"ENSG00000253713",0,0,0,0,0,0
"ENSG00000253714",0,0,0,0,0,0
"ENSG00000253715",0,0,0,0,0,0
"ENSG00000253716",19,12,43,28,46,26
"ENSG00000253717",0,0,0,0,0,0
"ENSG00000253719",819,427,841,468,2477,1358
"ENSG00000253720",2,17,0,10,0,0
"ENSG00000253721",0,0,0,0,0,2
"ENSG00000253723",0,0,0,0,0,0
"ENSG00000253725",0,0,0,0,0,0
"ENSG00000253726",0,0,0,0,0,0
"ENSG00000253728",0,0,0,0,0,0
"ENSG00000253729",3540,2205,5817,3372,3538,1961
"ENSG00000253730",2,1,0,0,0,0
"ENSG00000253731",8,4,4,3,0,3
"ENSG00000253732",0,0,0,0,0,0
"ENSG00000253733",0,0,0,0,0,1
"ENSG00000253734",0,0,0,0,0,0
"ENSG00000253735",0,0,0,0,0,0
"ENSG00000253736",3,15,9,12,14,24
"ENSG00000253737",0,3,0,0,1,1
"ENSG00000253738",26,15,92,56,217,125
"ENSG00000253739",0,0,0,0,0,0
"ENSG00000253740",0,0,0,0,0,0
"ENSG00000253741",0,0,0,0,0,0
"ENSG00000253742",0,1,0,0,0,0
"ENSG00000253743",0,0,0,0,0,0
"ENSG00000253744",0,0,0,0,0,0
"ENSG00000253745",0,0,0,0,0,0
"ENSG00000253746",0,0,0,0,0,0
"ENSG00000253747",0,0,0,0,0,0
"ENSG00000253748",0,0,0,0,0,0
"ENSG00000253749",0,0,0,0,0,0
"ENSG00000253750",0,0,0,0,0,0
"ENSG00000253752",0,0,0,0,0,7
"ENSG00000253754",0,0,0,0,0,0
"ENSG00000253755",76,22,19,7,43,19
"ENSG00000253756",0,0,0,0,0,0
"ENSG00000253759",0,0,0,0,0,0
"ENSG00000253760",0,0,0,0,0,0
"ENSG00000253762",0,0,0,0,0,1
"ENSG00000253763",0,0,5,0,0,0
"ENSG00000253764",4,2,3,3,0,4
"ENSG00000253765",0,0,0,0,0,0
"ENSG00000253766",0,0,0,0,0,0
"ENSG00000253767",0,0,0,0,2,1
"ENSG00000253768",0,0,0,0,5,6
"ENSG00000253770",0,0,0,0,0,0
"ENSG00000253771",0,2,0,0,2,7
"ENSG00000253772",9,7,0,0,0,0
"ENSG00000253773",1,1,0,0,4,2
"ENSG00000253774",0,0,0,0,0,0
"ENSG00000253775",0,0,0,0,0,0
"ENSG00000253776",0,0,0,0,0,0
"ENSG00000253777",0,0,0,0,0,0
"ENSG00000253778",0,0,1,1,0,0
"ENSG00000253779",0,0,0,0,0,0
"ENSG00000253780",0,0,0,0,0,0
"ENSG00000253781",0,0,0,0,0,0
"ENSG00000253782",0,0,0,0,0,0
"ENSG00000253783",0,0,0,0,0,0
"ENSG00000253784",0,0,0,0,0,0
"ENSG00000253785",2,5,0,2,0,2
"ENSG00000253786",0,0,0,0,0,0
"ENSG00000253787",0,0,0,0,0,0
"ENSG00000253789",0,0,0,0,0,0
"ENSG00000253790",0,0,0,0,0,0
"ENSG00000253792",0,0,0,0,0,0
"ENSG00000253793",0,0,0,1,0,1
"ENSG00000253794",0,0,0,0,0,0
"ENSG00000253795",0,0,0,0,0,0
"ENSG00000253796",0,0,0,0,0,0
"ENSG00000253797",54,0,161,0,301,0
"ENSG00000253798",0,0,0,0,0,0
"ENSG00000253799",0,0,0,0,0,0
"ENSG00000253800",0,0,0,0,0,0
"ENSG00000253801",0,0,0,0,0,0
"ENSG00000253802",0,0,0,0,0,0
"ENSG00000253803",0,0,0,0,0,0
"ENSG00000253805",0,0,0,0,0,0
"ENSG00000253807",0,0,0,1,0,0
"ENSG00000253808",0,0,0,0,0,0
"ENSG00000253809",0,0,0,0,0,0
"ENSG00000253810",0,0,0,0,0,0
"ENSG00000253811",0,0,0,0,0,0
"ENSG00000253813",0,0,0,0,0,0
"ENSG00000253814",0,0,0,0,0,0
"ENSG00000253816",25,4,0,0,0,0
"ENSG00000253817",0,0,0,0,0,0
"ENSG00000253818",3,1,3,4,2,2
"ENSG00000253819",1,3,0,1,0,0
"ENSG00000253820",0,0,0,0,0,0
"ENSG00000253821",0,0,0,0,0,0
"ENSG00000253822",0,0,0,0,0,0
"ENSG00000253823",0,0,0,0,0,0
"ENSG00000253824",0,0,0,0,2,1
"ENSG00000253825",0,0,0,0,0,0
"ENSG00000253826",0,0,0,0,1,0
"ENSG00000253828",0,0,0,0,0,0
"ENSG00000253829",8,15,0,0,0,0
"ENSG00000253831",0,0,0,0,0,1
"ENSG00000253832",0,0,0,0,0,0
"ENSG00000253833",0,3,0,2,5,6
"ENSG00000253834",0,0,0,0,0,0
"ENSG00000253836",0,0,0,0,0,0
"ENSG00000253837",2,1,0,0,0,1
"ENSG00000253838",1,0,0,0,0,0
"ENSG00000253840",0,0,0,0,0,0
"ENSG00000253842",3,3,0,0,0,1
"ENSG00000253843",0,0,0,0,0,0
"ENSG00000253844",0,0,0,0,0,0
"ENSG00000253845",0,0,0,0,0,0
"ENSG00000253846",0,0,11,6,22,7
"ENSG00000253848",0,0,1,1,0,0
"ENSG00000253849",0,0,0,0,0,0
"ENSG00000253852",0,0,0,0,0,0
"ENSG00000253853",2,5,0,0,0,1
"ENSG00000253854",0,0,1,1,29,19
"ENSG00000253855",0,0,0,0,0,0
"ENSG00000253857",0,0,0,0,0,0
"ENSG00000253858",0,0,0,0,0,0
"ENSG00000253859",0,0,0,0,0,0
"ENSG00000253860",0,0,0,0,0,0
"ENSG00000253862",0,0,0,0,0,0
"ENSG00000253865",12,6,0,0,0,1
"ENSG00000253866",0,0,0,0,0,0
"ENSG00000253868",0,0,0,0,0,1
"ENSG00000253869",0,0,1,1,0,0
"ENSG00000253870",0,0,0,0,0,0
"ENSG00000253871",0,0,0,0,0,0
"ENSG00000253872",0,0,0,1,0,0
"ENSG00000253873",2,1,12,6,1,0
"ENSG00000253874",1,1,0,0,0,0
"ENSG00000253875",0,0,0,0,0,2
"ENSG00000253877",0,2,0,0,0,1
"ENSG00000253878",0,2,6,3,0,0
"ENSG00000253879",0,0,0,0,0,0
"ENSG00000253880",0,0,0,1,0,0
"ENSG00000253881",0,0,0,0,0,0
"ENSG00000253882",12,3,17,0,131,32
"ENSG00000253883",1,0,2,2,0,0
"ENSG00000253884",0,0,0,0,0,0
"ENSG00000253885",0,0,0,0,0,0
"ENSG00000253886",0,3,0,0,0,1
"ENSG00000253887",0,0,0,0,0,0
"ENSG00000253888",0,0,0,0,0,0
"ENSG00000253889",0,0,0,0,0,0
"ENSG00000253891",2,1,0,0,0,0
"ENSG00000253892",0,0,0,0,0,0
"ENSG00000253893",0,1,5,3,6,5
"ENSG00000253894",0,0,0,0,0,0
"ENSG00000253895",0,0,0,0,0,0
"ENSG00000253896",0,0,0,0,0,0
"ENSG00000253897",0,0,0,0,0,0
"ENSG00000253898",0,0,0,0,0,0
"ENSG00000253899",5,2,4,5,6,6
"ENSG00000253900",0,0,0,0,0,0
"ENSG00000253901",0,0,0,0,0,0
"ENSG00000253903",0,0,0,0,0,0
"ENSG00000253906",0,0,0,0,0,0
"ENSG00000253907",0,0,0,0,0,0
"ENSG00000253908",2,1,0,0,0,0
"ENSG00000253910",2,1,2,3,0,1
"ENSG00000253911",0,0,0,0,0,0
"ENSG00000253912",0,0,0,0,0,0
"ENSG00000253913",0,0,0,0,0,0
"ENSG00000253915",0,0,1,2,0,5
"ENSG00000253916",0,0,0,0,0,1
"ENSG00000253919",2,1,0,0,0,0
"ENSG00000253920",0,0,0,0,0,0
"ENSG00000253921",0,1,0,0,0,0
"ENSG00000253923",0,0,0,0,0,0
"ENSG00000253924",1,3,0,0,0,1
"ENSG00000253925",0,0,0,0,0,0
"ENSG00000253926",0,0,0,1,0,0
"ENSG00000253927",0,0,0,0,0,0
"ENSG00000253930",4,4,9,3,2,9
"ENSG00000253931",2,2,0,0,16,33
"ENSG00000253932",0,0,0,0,0,0
"ENSG00000253934",0,0,0,0,0,0
"ENSG00000253935",0,0,0,0,0,0
"ENSG00000253936",0,0,1,0,0,0
"ENSG00000253937",0,0,0,0,0,0
"ENSG00000253939",0,0,0,0,0,0
"ENSG00000253940",0,0,0,0,0,0
"ENSG00000253941",0,0,0,0,0,0
"ENSG00000253942",0,0,0,0,0,0
"ENSG00000253943",0,0,0,0,0,0
"ENSG00000253944",0,0,0,0,2,1
"ENSG00000253945",0,0,0,0,0,0
"ENSG00000253946",0,0,0,0,0,0
"ENSG00000253947",0,0,0,0,0,0
"ENSG00000253948",0,2,6,7,28,46
"ENSG00000253949",0,0,0,0,0,0
"ENSG00000253951",0,0,0,0,0,0
"ENSG00000253952",0,0,0,0,0,0
"ENSG00000253953",0,0,0,0,0,0
"ENSG00000253954",3,8,5,4,9,9
"ENSG00000253955",0,1,0,0,25,14
"ENSG00000253956",0,0,0,0,0,0
"ENSG00000253957",0,0,0,0,0,0
"ENSG00000253958",2,1,2,1,14,8
"ENSG00000253959",0,0,0,0,0,0
"ENSG00000253960",0,0,0,0,0,0
"ENSG00000253961",1,1,0,0,0,0
"ENSG00000253963",0,0,0,0,0,0
"ENSG00000253964",0,0,0,0,0,0
"ENSG00000253965",0,0,0,0,0,0
"ENSG00000253966",1,1,0,0,0,0
"ENSG00000253967",10,5,0,0,8,4
"ENSG00000253968",0,0,0,0,0,0
"ENSG00000253970",0,0,0,0,0,0
"ENSG00000253971",0,1,0,1,1,4
"ENSG00000253972",0,0,0,0,0,0
"ENSG00000253973",0,0,0,0,1,2
"ENSG00000253974",0,0,0,0,0,0
"ENSG00000253975",0,0,0,0,0,0
"ENSG00000253976",0,0,0,0,0,0
"ENSG00000253977",0,0,0,0,0,0
"ENSG00000253978",0,0,0,0,0,0
"ENSG00000253979",0,0,0,0,0,0
"ENSG00000253980",4,6,2,1,4,2
"ENSG00000253981",103,97,27,16,86,52
"ENSG00000253982",419,356,572,523,348,286
"ENSG00000253983",0,0,0,0,0,12
"ENSG00000253985",0,0,0,0,0,0
"ENSG00000253986",15,1,34,1,10,2
"ENSG00000253988",0,0,0,0,0,0
"ENSG00000253989",0,0,0,0,2,1
"ENSG00000253991",0,0,0,1,0,0
"ENSG00000253992",0,0,0,0,0,0
"ENSG00000253993",0,0,0,0,0,1
"ENSG00000253994",0,1,0,0,0,0
"ENSG00000253995",0,0,0,3,0,0
"ENSG00000253997",0,0,0,0,0,0
"ENSG00000253998",11,6,13,8,7,1
"ENSG00000253999",0,0,0,0,0,0
"ENSG00000254000",0,0,0,0,0,0
"ENSG00000254001",0,0,0,0,0,0
"ENSG00000254002",0,0,0,0,0,1
"ENSG00000254003",2,2,0,0,2,3
"ENSG00000254004",51,30,66,38,129,73
"ENSG00000254006",34,37,2,2,0,0
"ENSG00000254007",0,0,0,0,0,0
"ENSG00000254008",1,1,0,0,0,0
"ENSG00000254009",0,0,0,0,0,0
"ENSG00000254011",0,0,0,0,0,0
"ENSG00000254012",0,0,1,2,1,3
"ENSG00000254013",0,2,4,3,1,4
"ENSG00000254014",0,0,1,1,0,0
"ENSG00000254015",0,0,0,0,0,0
"ENSG00000254016",0,0,0,0,0,0
"ENSG00000254017",0,0,0,0,8,4
"ENSG00000254019",16,15,2,1,2,1
"ENSG00000254020",0,0,0,0,0,0
"ENSG00000254021",0,0,0,0,0,0
"ENSG00000254023",0,1,1,1,1,9
"ENSG00000254024",0,0,0,0,0,0
"ENSG00000254025",0,0,0,0,0,0
"ENSG00000254026",0,0,0,0,0,0
"ENSG00000254027",0,0,0,1,1,0
"ENSG00000254028",2,1,0,0,0,0
"ENSG00000254029",0,0,0,0,0,0
"ENSG00000254030",2,2,1,1,5,0
"ENSG00000254031",0,0,0,0,0,0
"ENSG00000254033",0,0,0,0,0,0
"ENSG00000254034",1,8,2,2,0,1
"ENSG00000254035",0,1,0,0,2,1
"ENSG00000254036",0,0,0,0,0,0
"ENSG00000254037",0,0,0,0,0,0
"ENSG00000254038",0,0,0,0,0,0
"ENSG00000254039",0,0,0,0,0,0
"ENSG00000254040",0,1,0,0,0,0
"ENSG00000254041",0,0,0,0,0,0
"ENSG00000254042",0,0,0,0,0,0
"ENSG00000254043",0,0,0,0,0,0
"ENSG00000254044",0,0,0,0,0,0
"ENSG00000254045",0,0,0,0,0,0
"ENSG00000254046",0,0,0,0,0,0
"ENSG00000254047",0,0,0,0,0,0
"ENSG00000254048",0,0,0,0,0,0
"ENSG00000254049",0,0,0,0,0,0
"ENSG00000254050",0,0,0,0,0,0
"ENSG00000254051",0,0,0,0,0,0
"ENSG00000254052",0,0,0,0,0,0
"ENSG00000254053",0,0,0,0,0,0
"ENSG00000254054",1,1,0,2,6,3
"ENSG00000254055",0,0,0,0,1,0
"ENSG00000254056",3,0,1,2,0,0
"ENSG00000254057",0,0,0,0,0,0
"ENSG00000254060",2,3,1,1,0,0
"ENSG00000254061",0,0,0,0,0,0
"ENSG00000254063",0,0,0,0,0,0
"ENSG00000254064",12,9,6,1,5,5
"ENSG00000254065",0,1,0,1,0,2
"ENSG00000254066",0,0,0,0,0,0
"ENSG00000254067",0,1,0,0,0,0
"ENSG00000254069",0,0,0,0,0,0
"ENSG00000254070",0,0,0,0,0,0
"ENSG00000254073",0,0,0,0,0,0
"ENSG00000254075",0,0,0,0,0,0
"ENSG00000254076",0,0,0,1,0,0
"ENSG00000254077",0,0,0,0,0,0
"ENSG00000254079",0,0,0,0,0,0
"ENSG00000254080",0,0,0,0,0,0
"ENSG00000254081",0,0,0,0,0,4
"ENSG00000254083",0,0,0,0,0,0
"ENSG00000254084",0,0,0,0,0,0
"ENSG00000254086",0,0,0,0,0,0
"ENSG00000254087",10385,6096,10991,6255,46304,25169
"ENSG00000254088",9,17,3,4,4,8
"ENSG00000254089",0,0,0,0,0,0
"ENSG00000254090",0,0,0,0,0,0
"ENSG00000254091",0,0,0,0,0,0
"ENSG00000254092",3,3,11,10,0,11
"ENSG00000254093",157,53,147,46,132,39
"ENSG00000254094",3,3,0,0,6,7
"ENSG00000254095",0,0,0,0,0,0
"ENSG00000254097",0,0,0,0,0,0
"ENSG00000254098",0,0,1,0,3,0
"ENSG00000254099",0,0,0,0,0,0
"ENSG00000254101",0,0,0,0,0,0
"ENSG00000254102",0,0,0,0,2,1
"ENSG00000254103",0,0,0,0,0,0
"ENSG00000254105",0,1,0,0,0,0
"ENSG00000254106",0,0,0,0,0,0
"ENSG00000254109",0,0,0,0,0,2
"ENSG00000254111",0,0,0,0,0,1
"ENSG00000254112",0,0,0,0,0,1
"ENSG00000254113",0,0,0,0,0,0
"ENSG00000254114",0,0,0,0,0,0
"ENSG00000254115",0,0,0,0,0,2
"ENSG00000254118",0,1,0,0,0,0
"ENSG00000254119",0,0,0,0,0,0
"ENSG00000254120",0,0,0,0,0,0
"ENSG00000254122",1,1,0,2,10,6
"ENSG00000254123",0,0,0,0,0,0
"ENSG00000254124",0,0,0,0,0,0
"ENSG00000254126",14,12,34,22,15,13
"ENSG00000254127",0,0,0,0,0,0
"ENSG00000254129",0,1,0,0,0,0
"ENSG00000254130",0,0,0,0,0,0
"ENSG00000254131",0,0,0,0,0,0
"ENSG00000254132",0,0,0,2,4,8
"ENSG00000254134",0,0,0,0,0,0
"ENSG00000254135",0,0,0,0,0,0
"ENSG00000254136",0,0,0,0,0,0
"ENSG00000254138",0,0,0,0,0,0
"ENSG00000254139",0,0,0,0,0,0
"ENSG00000254141",0,1,0,0,0,0
"ENSG00000254143",0,0,0,0,0,0
"ENSG00000254145",0,0,0,0,0,0
"ENSG00000254146",0,0,0,0,0,0
"ENSG00000254150",0,0,0,0,0,0
"ENSG00000254151",0,0,1,0,0,0
"ENSG00000254152",0,0,0,0,0,0
"ENSG00000254153",0,0,0,0,0,0
"ENSG00000254156",0,0,0,0,0,0
"ENSG00000254157",0,0,0,1,0,0
"ENSG00000254158",0,0,0,0,0,1
"ENSG00000254160",0,0,0,0,0,0
"ENSG00000254161",0,0,0,0,0,0
"ENSG00000254162",0,1,0,0,0,0
"ENSG00000254163",0,0,0,0,0,0
"ENSG00000254164",0,0,0,0,0,0
"ENSG00000254165",14,9,2,1,0,0
"ENSG00000254166",0,10,0,1,0,0
"ENSG00000254167",0,0,0,0,0,0
"ENSG00000254170",0,0,2,3,0,0
"ENSG00000254171",0,0,0,0,0,0
"ENSG00000254172",0,0,0,0,0,0
"ENSG00000254174",1,0,0,0,0,0
"ENSG00000254175",0,0,0,0,0,0
"ENSG00000254176",0,0,0,0,0,0
"ENSG00000254177",4,11,0,3,0,1
"ENSG00000254178",0,0,0,0,0,0
"ENSG00000254180",0,1,0,0,0,0
"ENSG00000254181",0,0,0,0,0,0
"ENSG00000254182",0,0,0,0,0,0
"ENSG00000254183",0,0,0,0,0,0
"ENSG00000254185",0,0,0,0,0,0
"ENSG00000254186",0,1,0,7,0,0
"ENSG00000254187",0,0,0,0,0,0
"ENSG00000254189",0,0,0,0,0,0
"ENSG00000254190",0,0,0,0,0,0
"ENSG00000254192",0,0,0,0,0,0
"ENSG00000254193",0,0,0,0,0,0
"ENSG00000254194",0,0,0,0,0,0
"ENSG00000254195",0,0,0,0,0,0
"ENSG00000254197",8,21,0,0,0,0
"ENSG00000254198",0,0,0,0,1,0
"ENSG00000254200",0,1,0,0,0,1
"ENSG00000254201",0,0,0,0,0,0
"ENSG00000254202",0,0,0,0,0,0
"ENSG00000254203",4,2,0,0,2,3
"ENSG00000254205",0,0,0,0,0,0
"ENSG00000254206",42,52,46,27,36,21
"ENSG00000254207",0,1,0,0,0,4
"ENSG00000254208",0,0,0,0,0,0
"ENSG00000254209",0,0,0,0,0,0
"ENSG00000254211",2,2,0,1,0,3
"ENSG00000254212",0,0,0,0,0,0
"ENSG00000254213",1,2,0,1,0,0
